tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T190-01,New Site Opening Master Timeline,B190,New Site Opening Playbook,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,tracker,Operations Director,"Gantt-style project timeline showing all five phases of a new site opening, with task dependencies, milestones, decision gates, and critical path highlighted.",P2,Phase 2 (Week 5-12),4,medium,"Chain, Franchise",B166,enriched,gold,OK,planned
T190-04,New Site Budget Template,B190,New Site Opening Playbook,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,Finance Director,"Detailed budget template covering all new site opening costs: lease, fit-out, equipment, recruitment, training, marketing, and working capital, with contingency allowances.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise",B166,enriched,gold,OK,planned
T191-01,Area Manager Role Description,B191,Area Manager Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,Operations Director,"Comprehensive role description covering responsibilities, KPIs, reporting lines, span of control, time allocation expectations, and key competencies required for the area manager position.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise","B187, B189",enriched,gold,OK,planned
T192-01,Franchise Compliance Audit Scorecard,B192,Franchise Compliance Audit,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,checklist,Franchise Director,"Comprehensive scorecard covering all franchise agreement obligations organised into brand, operations, financial, and legal categories with clear scoring criteria for each item.",P2,Phase 2 (Week 5-12),2,medium,"Chain, Franchise","B187, B188",enriched,gold,OK,planned
T193-01,Procurement Audit Template,B193,Central Procurement Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,Operations Director,"Template for auditing current procurement across all sites: supplier details, products, prices, terms, delivery frequency, and total spend by category.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise","B104, B107",enriched,gold,OK,planned
T194-01,Best Practice Submission Form,B194,Cross-Site Best Practice Network,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,All Staff,"Simple form for submitting a best practice: what the practice is, what problem it solves, the results observed, how to implement it, and any resources needed.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise","B187, B191",enriched,gold,OK,planned
T194-02,Quarterly Best Practice Bulletin,B194,Cross-Site Best Practice Network,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,Operations Director,"Quarterly newsletter or document compiling the best shared practices from across the network, with implementation guidance and contact details for the originating site.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise","B187, B191",enriched,gold,OK,planned
T207-01,Owner-Dependency Audit,B207,Succession Planning,D11_growth_strategy,M11: Expansion & Market Positioning,L1,checklist,Owner,"Comprehensive audit listing every task, decision, relationship, and knowledge area that currently depends on the owner. Scored by criticality and ease of delegation to identify priority areas for succession work.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T207-02,Emergency Operations Guide,B207,Succession Planning,D11_growth_strategy,M11: Expansion & Market Positioning,L1,SOP,Owner,"Crisis document providing step-by-step instructions for running the cafe during unplanned owner absence: financial access, supplier contacts, urgent decision authority, staff management, and escalation contacts.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T208-01,Pop-Up Opportunity Tracker,B208,Pop-Up & Market Operations,D11_growth_strategy,M11: Expansion & Market Positioning,L1,tracker,Owner,"Database of all identified pop-up and market opportunities: event name, frequency, pitch fee, expected footfall, logistics (power, water, cover), past performance, and priority ranking for the annual calendar.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B168",enriched,gold,OK,planned
T210-01,Financial Benchmarking Dashboard,B210,Industry Benchmarking,D11_growth_strategy,M11: Expansion & Market Positioning,L1,dashboard,Owner,"Monthly dashboard comparing the cafe's key financial metrics (COGS %, staff cost %, rent %, net margin, ATV, revenue per seat) against published UK cafe industry averages, with traffic-light indicators for each metric.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T172-01,Values Discovery Worksheet,B172,Cafe Values Definition,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Guided worksheet with 6 reflective questions that surface the owner's authentic values. Includes instructions for pattern identification and value naming. Designed for honest, private reflection before any team involvement.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B173,enriched,gold,OK,planned
T173-01,Staff Handbook Template,B173,Staff Handbook & Policies,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Complete handbook template with pre-structured sections for company overview, employment terms, conduct standards, absence policies, health and safety, disciplinary and grievance procedures, and data protection. Written in plain English with cafe-specific examples.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
T174-01,Toxic Behaviour Definition Guide,B174,Toxic Dynamics Intervention,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Reference document defining specific toxic behaviours in cafe context — bullying, exclusion, passive aggression, gossip, undermining, favouritism — with concrete examples of what each looks like in practice and how it differs from normal workplace friction.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173",enriched,gold,OK,planned
T175-01,Culture Baseline Interview Guide,B175,Culture Excellence,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Structured interview guide with open questions exploring team members' perceptions of current culture, sources of pride, frustrations, and aspirations. Designed for individual 20-minute conversations with verbatim capture of responses.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173, B174",enriched,gold,OK,planned
T176-01,Owner Vision Discovery Worksheet,B176,Owner Vision Communication,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Five guided questions helping the owner articulate their purpose, customer experience vision, non-negotiable standards, long-term ambition, and proudest potential outcome. Designed for 30-60 minutes of uninterrupted reflection.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
T176-02,One-Page Vision Statement Template,B176,Owner Vision Communication,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Structured template for distilling the vision discovery into three sections — Our Story, Our Promise, Our Ambition — using personal, conversational language rather than corporate jargon. Designed for display in the staff area.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
T177-01,Shift Highlight Protocol,B177,Team Recognition System,D12_culture_identity,M12: Values Identity & Community,L1,SOP,Shift Leader,"Simple 60-second daily close-out protocol where the shift leader names one standout moment from the shift. Includes prompts for what to recognise and examples of specific, behaviour-linked praise.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B176",enriched,gold,OK,planned
T177-02,Wins Wall Setup Guide,B177,Team Recognition System,D12_culture_identity,M12: Values Identity & Community,L1,template,Manager,"Instructions for creating and maintaining a visible recognition board in the staff area. Includes seeding content ideas, maintenance schedule, and tips for encouraging team contributions.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B176",enriched,gold,OK,planned
T178-01,Community Mapping Worksheet,B178,Community Identity Programme,D12_culture_identity,M12: Values Identity & Community,L1,template,Owner,"Structured worksheet for documenting every community connection point within walking distance of the cafe: organisations, businesses, groups, schools, and gathering places. Includes columns for potential partnership type and mutual value proposition.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B143",enriched,gold,OK,planned
T178-03,Local Producer Story Card Template,B178,Community Identity Programme,D12_culture_identity,M12: Values Identity & Community,L1,template,Manager,"A5 card template for displaying alongside locally sourced products. Includes the producer's name, location, their story, what they supply, and why the cafe chose them. Designed to be visible to customers and create connection.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B143",enriched,gold,OK,planned
T183-01,Cafe Risk Assessment Template,B183,Health & Safety Risk Assessment,D12_culture_identity,M16: Regulatory Governance & Risk Management,L1,template,Owner,"Comprehensive risk assessment template pre-populated with common cafe hazards organised by area (bar, kitchen, storage, customer area, exterior), with columns for hazard, who is at risk, existing controls, risk rating, additional controls needed, responsible person, and review date.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B184,enriched,gold,OK,planned
T184-01,Cafe Fire Risk Assessment Template,B184,Fire Safety & Emergency Procedures,D12_culture_identity,M16: Regulatory Governance & Risk Management,L1,template,Owner,"Comprehensive fire risk assessment template pre-populated with common cafe fire hazards, covering ignition sources, fuel sources, people at risk, existing controls, and additional measures needed. Aligned with Regulatory Reform (Fire Safety) Order 2005 requirements.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T184-02,Emergency Evacuation Procedure Template,B184,Fire Safety & Emergency Procedures,D12_culture_identity,M16: Regulatory Governance & Risk Management,L1,SOP,Manager,"Clear A4 evacuation procedure document defining roles (fire warden, caller, sweep), evacuation route, assembly point, and re-entry protocol. Includes a customisable floor plan showing exits and equipment locations.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T185-01,Licensing & Compliance Audit Checklist,B185,Licensing & Employment Law Audit,D12_culture_identity,M16: Regulatory Governance & Risk Management,L1,checklist,Owner,"Comprehensive checklist covering all licensing and regulatory requirements for a cafe: food business registration, music licensing, alcohol licensing, pavement licence, employer liability insurance, data protection registration, and signage requirements.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T185-02,Employment Law Compliance Checklist,B185,Licensing & Employment Law Audit,D12_culture_identity,M16: Regulatory Governance & Risk Management,L1,checklist,Owner,"Per-employee checklist verifying: written contract issued, right-to-work check completed, correct NMW/NLW rate, itemised payslips, pension auto-enrolment, and working time compliance.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
